,name,price,comment,data_person,likes,dislikes
4,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",اثر انگشتش بعد یه مدت هنگ میکنه و هر انگشتی رو باز میکنه,"کاربر مهمان
در تاریخ ۲۰ بهمن ۱۳۹۸",۰,۵
5,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",از خریدم راضیم,"reza heydari
در تاریخ ۲۰ بهمن ۱۳۹۸",۳,۱
6,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",همه چیزش مناسب هست و زیبا,"reza sohrabi
خریدار
در تاریخ ۲۰ بهمن ۱۳۹۸",۳,۰
7,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰","من یه ماه ی هست که خریدم و ازش راضیم... کلی بازی روش نصب کردم که همه رو بدون لگ جواب میده... به قیمتش گوشی خوبیه
توش قاب، شارژر، سیم و هدفون هم بود که فکر میکنم نسخه 64 قاب نداشت","پیام سفیری
در تاریخ ۲۰ بهمن ۱۳۹۸",۲,۱
8,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",گوشی خیلی عالی هست,"reza azarpuor
در تاریخ ۲۰ بهمن ۱۳۹۸",۴,۰
9,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰","امروز برای خرید به بازار عمده فروشی موبایل تهران مراجعه کردم این مدلی گوشی قیمتش خیلی بالاتر از قیمت دیجی کالا بود
من هم از دیجی کالا سفارش دادم و خریدم ممنون از دیجی کالا","aideen mottaghizadeh
در تاریخ ۱۹ بهمن ۱۳۹۸",۳,۱
10,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰","سلام دیروز به دستم رسید با لیبل و یه قاب شفاف ظاهر زیبایی هم داره هنوز برنامه نریختم و سیم کارت ننداختم تا باقی امکاناتشو ببینم دوربینشم خوبه
اما از صفحه نمایشش دوستان خیلی بد میگفتن اما من که خوشم اومد خیلی قشنگه
من رنگ مشکیشو سفارش داده بودم که خیلی شیکه
ممنون از دیجی کالا با اینکه با یک روز تاخیر تحویلم دادم","سمیه جعفری
خریدار
در تاریخ ۱۹ بهمن ۱۳۹۸",۳,۰
11,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",عالی عالی عالی,"سیروس قلیپور
خریدار
در تاریخ ۱۸ بهمن ۱۳۹۸",۳,۱
12,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",کیفیت کالا عالی بود.,"غلامعلی شیرین کام
خریدار
در تاریخ ۱۸ بهمن ۱۳۹۸",۳,۰
13,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",سلام من این گوشی رو از دی جی کالا سفارش دادم خیلی مرتب و درپلمپ مخصوصی بود و یک کاور مات به همراه خش گیر صفحه همراهش هست که بعید میدونم مغازه بهتون بدن درمورد کاراییش که دارای یک دودبین سلفی بسیار قدرتمند ومجهز به همراه پلتفورم و حرکت اهسته و ... است حافظش که برای من نامحدود چون ۱۲۸ گیگ خیلی زیاده درکل با a50معمولی از نظر عملکرد شباهت داره .ظاهرشم بسیار شیک و جذاب .من رنگ مشکشیو خریدم و بسیار راضی ام .,"کاربر دیجی‌کالا
خریدار
در تاریخ ۱۸ بهمن ۱۳۹۸",۶,۱
14,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",این گوشی را برای دخترم خریدم رنگ سبزش عالی وفوق العاده بود رنگش تلفیق سه سبز خاص هست نسبت به قیمتش گوشی خوب وعالی هست,"پریسا روحانی
خریدار
در تاریخ ۱۷ بهمن ۱۳۹۸",۶,۱
15,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",سامسونگ و عمر طولانی,"رباب ابراهیمی
خریدار
در تاریخ ۱۷ بهمن ۱۳۹۸",۲,۱
16,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰","این گوشی عالی و سامسونگ pie 11 هست و همراهش سیم و هندزفری و شارژر و گلس و قاب داره سرعت بالایی داره و زود شارژ میشه (خیلی زوددد) و استفاده ازش راحته و همراهش دستمال و یک پنبه الکلی داره خیلی عالی بخرید
عالی و همه چی بی نقصه و بخرید و پشیمون نمیشید","مینا درخشانیان
در تاریخ ۱۷ بهمن ۱۳۹۸",۶,۱
17,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",به نظر من گوشی فوق العاده ای یه و بسیار هم خوش دست و سبکه و اصلا با شیائومی و هواوی قابل قیاس نیست کاملا مشخصه که کدوم برند است به نظرم اگه یه گوشی خوب میخواهید حتما سامسونگ بگیرید خصوصا این مدلش رو,"فاطمه مدنیان
خریدار
در تاریخ ۱۶ بهمن ۱۳۹۸",۴,۰
18,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",موبایل بدکی نیست,"ایمان نعمتی
خریدار
در تاریخ ۱۶ بهمن ۱۳۹۸",۲,۳
19,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",گوشی بی نقصیه عالیه عالی.پاتری دوربین خوش دسته.بنظر من اسمش تو ظاهر میان رده هست ولی یه پا پرچمدار میتونه باشه a30s,"کاربر دیجی‌کالا
در تاریخ ۱۶ بهمن ۱۳۹۸",۴,۵
20,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",گوشیه خوبیه از هر نظر فقط باطریش نسبت به گوشیای دیگه زود خالی میشه متاسفانه,"مهدی دیزابادی
خریدار
در تاریخ ۱۶ بهمن ۱۳۹۸",۲,۷
21,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",یکهفته ست که دارم.قبلا LG داشتم .از کیفیت رنگ وصفحه راضی ام.لوازمش کامل بود .کاور ژله ای_هندزفری-لیبل نصب شده- در حالیکه a20 برای دخترم خریدم هفته قبلش هیچکدوم رو نداشت ورفتم هزینه کردم.از شرکت سورین بود.,"حمید نایبی فرد
خریدار
در تاریخ ۱۶ بهمن ۱۳۹۸",۲,۰
22,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰","یعنیی ای گوشی همه چیییزش عالیه جز صفحه نمایشش!! اگر ابن مورد رو هم داشت بنطرم محشر میشددد
من رنگ سبزشو خریدم ک خیلییئ خوشگله!
اینقدر اون چند روز اول صفحه نمایشش تار بود ک واقعا ناراحت شده بودم اما بعد ک گلسمو به پیشنهاد ی نفر عوض‌کردم دیدم کیفیتش خیلیییی قابل قبول شد!!
البته اون گلس قبلی خفن‌تر بود برای همین کیفیت ضفحه یکم پایین میومد اما این یکی دور حاشیه نیست!
درکل گوشیه خیلی خوبیه ،دوربینش خوبه،همچیش بنظرم اوکی و الکی ندید ۱تومن گرونتر A50بخرید چون شبیه همن جز توی دومورد ک خیلی مهم نیست :)","عاطفه تنها
در تاریخ ۱۶ بهمن ۱۳۹۸",۲,۱
23,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰","نسبت به قیمتش خوبه
کیفیت تصویر و سرعتش هم خوبه و راضی کننده است.","سید مطلب حسینی
خریدار
در تاریخ ۱۶ بهمن ۱۳۹۸",۱,۰
24,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",خیلی خیلی عالیه و امکانات بسیار خوبی داره بدنه هم بسیار ظریف باتری نیز عالیه,"محمد مهدی خسروی
خریدار
در تاریخ ۱۶ بهمن ۱۳۹۸",۱,۰
25,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",این گوشی از نظر ظاهر زیبایی خاصی داره و با مدل A50 تفاوتی نداره و از بابت قیمت پایین تره خیلی خوش دسته و در کل گوشی عالی هستش,"حمید عرب سرخی
در تاریخ ۱۵ بهمن ۱۳۹۸",۴,۱
26,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",باسلام.گوشی خوبیه با امکانات بالا ازجمله دوربین باکیفیت باطری قوی۴۰۰۰ رام بالا۴گیگ.وحافظه داخلیه۱۲۸گیگ فقط ایکاش صفحه نمایشش فول اچ دی بود که البته قیمتشم میرفت بالاتر.پیشنهاد میکنم بخرید.باتشکر از دیجی کالا.,"صاحب غلامپور حشکوایی
خریدار
در تاریخ ۱۴ بهمن ۱۳۹۸",۱,۲
27,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰","فک میکنم دوستان به اندازه کافی نقاط قوت رو نوشتن...
منم معایبش رو از دید خودم مینویسم براتون...
امیدوارم مفید واقع بشه...","کاربر دیجی‌کالا
در تاریخ ۱۴ بهمن ۱۳۹۸",۵,۱۰
28,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",راضی بودم تو این رنج قیمت تقریبا تمام کارهارو انجام میده,"محمد جوکار
خریدار
در تاریخ ۱۴ بهمن ۱۳۹۸",۳,۵
29,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰","سلام دوستان من رنگ مشکینش گرفتم عالیه اصلا هنگی نداره من توشوپربازی کردم اصلا لک نداره
درخریدش شک نکنین","علی شریف نیا
در تاریخ ۱۳ بهمن ۱۳۹۸",۶,۳
30,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",سلام من تقریبا یه ماهی میشه a30s گرفتم از نظر صفحه نمایش ۶.۴اینچ داره که صفحه نمایش بزرگی داره و از کیفیت خوبه و اونطوری نیست چشم ادمو اذیت کنه شما می تونید تو بخش تنظیمات حالت صفحه رو از طبیعی به حالت واضح تغییر بدین کیفیت صفحه خیلی بهتر میشه من نسخه ی ۱۲۸ گرفتم واقعا خوبه از لحاظ دوربین پشت سه عدد دوربین داره که دوربین اصلی ۲۵ مگاپیکسل هستش عکسای خیلی خوبی می گیره و نسبت به نسخه ی قبلی سامسونگ a30 پیشرفت خوبی کرده عکسای پرتره عالی می گیره و حالت فیلمبرداری اهسته هم داره و دوربین سلفی هم عکسای خیلی خوبی میگیره که ۱۶ مگاپیکسل هستش تو تنظیمات دوربین می تونید فیلترهاشو عوض کنید حالشو ببرید در بخش امنیت اثر انگشتش خوب عمل می کنه و کم پیش میاد نتونه تشخیص بده و سرعت تشخیص چهرشم خیلی خوبه ولی امنیت خوبی نداره و از نظر باتری مجهز شده به ۴۰۰۰ امپر که تقریبا یه روز کامل جواب میده و شارژ سریع ۱۵ واتی هم داره از نظر پردازنده هم اگزینوس ۷۹۰۴ داره و برنامه ها روان اجرا می شوند کلا همه چیزش خوبه به جز صفحه نمایش که hd هستش.,"کاربر دیجی‌کالا
در تاریخ ۱۳ بهمن ۱۳۹۸",۳,۲
31,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",خوب بود,"سید حسین عبداللهی
خریدار
در تاریخ ۱۳ بهمن ۱۳۹۸",۱,۲
32,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",پشنهاد میکنم کسی که گوشی ای میخواد که کار های روزمره ی خودش رو انجام بده و دوربین نسبتا خوبی هم داشته باشه خوبه ولی اگه بخاطر گیم و نرم افزار های سنگین خوب نیس از یک میان رده با این قیمت نباید انتظار زیادی داشته باشیم,"abolfazl mohamadi
خریدار
در تاریخ ۱۳ بهمن ۱۳۹۸",۳,۳
33,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",گوشی خوبی است,"محمد روح نواز
خریدار
در تاریخ ۱۳ بهمن ۱۳۹۸",۱,۱
34,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",عدم همراه داشتن حافظ کمکی وگستردگی رنگ بدنه,"محمد هوشیار
خریدار
در تاریخ ۱۳ بهمن ۱۳۹۸",۱,۰
35,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰","در کل نسبت به قیمتش میشه گفت مناسبترین گوشی هستش. به خصوص نسبت به A50 که تقریبا مشخصاتشون یکیه ولی از A50 حدود ۱میلیون ارزونتره.

۱هفتس که دستم رسیده و فعلا راضیم. به خصوص باتریش که عالیه و بعد از استفاده معمولی در کل روز، هخر شب نهایتا به ۵۰٪ میرسه که خیلی مناسبه.","کاربر دیجی‌کالا
خریدار
در تاریخ ۱۳ بهمن ۱۳۹۸",۳,۲
36,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",عالیه و زیبا,"فرهاد شیرمحمدی
خریدار
در تاریخ ۱۳ بهمن ۱۳۹۸",۱,۲
37,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",نسبت به قیمتی که داره کارایی و کیفیت خوبی داره,"مهران هاشمی
خریدار
در تاریخ ۱۳ بهمن ۱۳۹۸",۱,۲
38,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",کارایی خوب و قیمت مناسب,"رضا قسمت پور
خریدار
در تاریخ ۱۲ بهمن ۱۳۹۸",۱,۱
39,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",قیمت گوشی رو از بازار ازاد نمی دونم ولی از دیجی کالا خریدم متعلقاتش زیاد بود. برچسب و گارد هر کدوم بالای ۳۰ تومن هست. اینا همه همراهش بود. گوشی هم دوربین عالی. صفحه بزرگ . بسیار مناسب افراد سالمند بخاطر پیرچشمی,"فاطمه شریفی
خریدار
در تاریخ ۱۱ بهمن ۱۳۹۸",۰,۲
40,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",من برای پدرم گرفتم واقعا از این مدل جدیدش راضی هستیم همه امکاناتش نسبت به قیمتش خوبه,"سهراب صارمی
خریدار
در تاریخ ۱۱ بهمن ۱۳۹۸",۰,۱
41,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",من حدود یک هفته است استفاده می کنم و واقعا هیچ مشکلی ندیدم,"زهرا سبحانی پور
خریدار
در تاریخ ۱۱ بهمن ۱۳۹۸",۱,۰
42,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",خوبه بنده راضی ام,"محمد نصیرنژاد
خریدار
در تاریخ ۱۱ بهمن ۱۳۹۸",۱,۰
43,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",نسبت به قیمتش عالیه به نظرم از a50 هم بهتره,"امیر علیزاده
خریدار
در تاریخ ۱۱ بهمن ۱۳۹۸",۱,۲
44,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",گوشی موبایل مناسب برای استفاده متوسط,"محمدرضا عسگری
خریدار
در تاریخ ۱۱ بهمن ۱۳۹۸",۰,۰
45,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",با سلام و خسته نباشید خدمت تیم دیجی کالا . این گوشی نسبت به قیمتش واقعا عالی هستش ، امکانات عالی ، دوربین عالی ، از نظر ظاهری هم عالی هست . من خیلی راضی هستم از این خرید . با تشکر از تیم دیجی کالا,"مهرداد پیشکاری
خریدار
در تاریخ ۱۱ بهمن ۱۳۹۸",۲,۱
46,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",با سلام من دیروز گوشی و تحویل گرفتم رنگ سبز خریدم هم بسیار زیبا است هم بسیار با کیفیت من که خیلی خوشم اومد و خوشحالم a30 و نخریدم چون خیلی میگفت کیفیت a30s پایین ولی من که از کیفیتش راضی ام.پیشنهاد میکنم حتما بخرید,"زهرا سجادیان
خریدار
در تاریخ ۱۱ بهمن ۱۳۹۸",۴,۰
47,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",سلام این گوشی رو امروز گرفتم سرعت اثر انگشتش عالیه . تشخیص چهره هم عالی حتی ت محیط کم نور هم عمل میکنه . بعضیا هم‌میگن صفه نمایش بدرد نمیخوره دورغ میگن عالیه فقط اولین باری زنگ زدم نمیتونسم جواب بدم که با اپدیت حل شد,"کاربر دیجی‌کالا
در تاریخ ۱۱ بهمن ۱۳۹۸",۱,۱
48,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",گوشی خوبی هست نسبت به قیمتش فقط وقتی از دیجی کالا میخری احتمال اینکه از تاریخ کارت طلایی گارانتیش یه چند ماهی گذشته باشه هست,"محمد نیکخوی
خریدار
در تاریخ ۱۰ بهمن ۱۳۹۸",۳,۱
49,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",من خیلی مطالعه کردم در مورد خریدن این گوشی،البته من کلا در مورد هرچیزی تحقیق میکنم خوب است,"کاربر مهمان
در تاریخ ۱۰ بهمن ۱۳۹۸",۲,۱
50,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",من دوروز خریدم اول برای خرید a50رفتم رفیقم اینو پیشنهاد داد من همونجا مقایسه کردم اونقدر هم فرق کیفیت تصویر ندارن باهم درصورتی که a30سرعت پردازش خیلی بهتری داره خلاصه من دیدم a50 ششصد تومن پول اضافی داره میگره درصورتی با a30فرقی نداره حتی a30باطری هم بهتر نگه می داره من پیشنهاد میکنم شماها هم مثل من پول اضافی ندید همین عالیه.,"AMIM EBRAHIMI
در تاریخ ۹ بهمن ۱۳۹۸",۳,۲
51,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰","از عملکرد گوشی و قابلیت های اون راضی هستم.
خوش دست است و نسبت به قیمتش ارزش خرید رو داره.","کاربر دیجی‌کالا
خریدار
در تاریخ ۹ بهمن ۱۳۹۸",۱,۱
52,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",یک دستگاه رنگ سفیدش را از دیجی کالا خریداری کردم از نقاط قوت حافظه ۱۲۸ و رم ۴ می باشد در کل از خرید راضی هستم.,"بهمن بهمنی
خریدار
در تاریخ ۹ بهمن ۱۳۹۸",۲,۱
53,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",در کل‌گوشیه خوبیه. راضیم,"محمد افشاری
خریدار
در تاریخ ۹ بهمن ۱۳۹۸",۲,۱
54,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",با توجه به قیمتش کیفیت قابل قبولی داره,"رویا جلیلوند
خریدار
در تاریخ ۹ بهمن ۱۳۹۸",۲,۰
55,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",گوشی دنگیه عالی هستش از لحاظ کیفیتش و کارایی با امکاناتش واقعا۲۰ من خودم از این سری جدید ۱ماه دارم استفاده میکنم,"کاربر مهمان
در تاریخ ۹ بهمن ۱۳۹۸",۲,۰
56,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",از گوشی تا اینجا راضی ام,"کاربر دیجی‌کالا
خریدار
در تاریخ ۸ بهمن ۱۳۹۸",۵,۰
57,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",من از آیفون ۷ به خاطر مشکل بیس باند این گوشی رو خریدم واقعا عالیه و من مشکلی باهاش ندارم,"کاربر دیجی‌کالا
خریدار
در تاریخ ۷ بهمن ۱۳۹۸",۵,۱
58,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰","p30 light
هم از نظر باتری . هم پردازنده و هم دوربین بسیار ضعیف تره ..
حالا قیمتش که گرونتره هیچی","احمد هادی زاده
در تاریخ ۷ بهمن ۱۳۹۸",۷,۷
59,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",من تازه خریدم هنوز باهاش زیاد کار نکردم ولی کانفیگ بالایی داره خوبه,"بابک بیات
خریدار
در تاریخ ۷ بهمن ۱۳۹۸",۵,۲
60,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",من که راضیم ازش,"ابراهیم فلاحی
خریدار
در تاریخ ۷ بهمن ۱۳۹۸",۴,۱
61,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",اگر تعصبی به برند ندارید قبل خرید با p30 lite مقایسه کنید,"مهدی بنی اسدی
خریدار
در تاریخ ۶ بهمن ۱۳۹۸",۱۰,۷
62,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",درکل دستگاه عالییه مخصوصا نسخه های اس که دوربین ها ی قویتری دارن,"داوود آشوری
خریدار
در تاریخ ۶ بهمن ۱۳۹۸",۴,۱
63,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",من a30 s خریدم و چند روزی هست دارم کار میکنم. عالیه.250 اختلاف داشت با بازار و به نظرم خیلی خوب بود. متشکرم از سایت دی جی کالا,"حسین معنوی
خریدار
در تاریخ ۵ بهمن ۱۳۹۸",۶,۰
64,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",سلام خدمت دوستان عزیز من این گوشیرو یه هفته‌اس خریدم.ازکیفیت خوبی های آن بگذریم سرعتش تو بازی کالاف موبایل بقیه گوشی ها۳۰فریم این گوشی۶۰فریمه به جز این کیفیت صفحه اش از مدل قبلی خودش بهتره دیگه اون گیرهایA30رونداره,"پارسا میری
در تاریخ ۵ بهمن ۱۳۹۸",۷,۱
65,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",پیشنهاد میکنم بخرین,"نصرت زین الدینی
خریدار
در تاریخ ۵ بهمن ۱۳۹۸",۴,۰
66,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",واقعا تو این رنج قیمت عالیه,"محمد محمدی
خریدار
در تاریخ ۵ بهمن ۱۳۹۸",۴,۰
67,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",ی گوشه فوق العاده با گلس سرامیک یا همان نانو فوق العاده میشه این گوشی از نظر سرعت واقعا فوق العادس و خیلی روان من که خیلی دوسش دارم پیشنهاد میونم حتما بخرید رنگ سیاه وfNباشه خیلی بهتره .دوربین جلوش محشره خیلی عکسارو خوب میندازه گوشی بنده ساخت هنده خیلی با کیفته الانم با این گوشی تایپ میکنم منکه راضیم حتما بخرید یا علی,"احسان حبیبی
در تاریخ ۴ بهمن ۱۳۹۸",۷,۰
68,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",الان یک هفته هست ک خریدم...از هر نظر عالیهه,"علیرضا قربانی
در تاریخ ۴ بهمن ۱۳۹۸",۳,۰
69,گوشی موبایل سامسونگ مدل Galaxy A30s SM-A307FN/DS دو سیم کارت ظرفیت 128 گیگابایت,"۲,۹۰۰,۰۰۰",کیفیت خوب دوربین عالی حافظه خیلی خوب,"ابراهیم شیخی
خریدار
در تاریخ ۴ بهمن ۱۳۹۸",۲,۰
